"","level","success","success_rate","offered","id","rank","tf","idf","level1","level2","psuccess","lemmaTF","bucket","model_prediction","model_correct","age"
"4411",4,1,23.52941176,17,12534,375,65,0.489361702,2,4,81.81818182,61278,8,1,1,11.9865732856572
"4412",3,0,14.81481481,27,12355,177,182,0.638297872,1,3,90.90909091,445171,9,1,0,11.9865732856572
"4413",1,1,30.3030303,33,11573,1229,314,0.638297872,1,1,90.90909091,1262660,7,1,1,11.9865732856572
"4414",2,1,30.76923077,26,12685,11357,45,0.404255319,2,2,81.81818182,698676,7,1,1,11.9865732856572
"4415",6,0,36.36363636,22,12311,1105,79,0.70212766,2,6,81.81818182,1409396,7,1,0,11.9865732856572
"4416",6,0,24.24242424,33,9840,1438,63,0.531914894,2,6,81.81818182,702416,8,1,0,11.9865732856572
"4417",3,1,25,20,12195,99,350,0.936170213,1,3,90.90909091,13418549,8,1,1,11.9865732856572
"4418",2,0,39.28571429,28,9760,3683,47,0.574468085,2,2,81.81818182,474141,7,1,0,11.9865732856572
"4419",1,0,57.14285714,28,9656,414,124,0.574468085,1,1,90.90909091,2545184,5,1,0,11.9865732856572
"4420",2,0,26.92307692,26,14317,5559,386,0.127659574,2,2,81.81818182,134807,8,1,0,11.9865732856572
"4421",1,0,75,8,16300,590,4,0.063829787,6,1,45.45454545,1013489,3,0,1,11.9865732856572
"4422",2,0,85.71428571,28,10129,922,67,0.404255319,2,2,81.81818182,1125780,2,1,0,11.9865732856572
"4423",2,0,81.81818182,11,13138,5852,16,0.276595745,4,2,63.63636364,97352,2,1,0,11.9865732856572
"4424",1,0,58.33333333,24,12811,754,72,0.340425532,2,1,81.81818182,515520,5,1,0,11.9865732856572
"4425",2,0,75,4,14004,7976,9,0.170212766,6,2,45.45454545,81372,3,0,1,11.9865732856572
"4426",1,0,75,8,12972,1193,40,0.29787234,3,1,72.72727273,1302562,3,1,0,11.9865732856572
"4427",2,0,20,10,17472,235,2,0.042553191,3,2,72.72727273,64594,8,1,0,11.9865732856572
"4428",7,0,63.63636364,11,12116,17307,0,0,11,7,0,17841,4,0,1,11.9865732856572
"4429",6,0,37.5,8,12160,8188,7,0.085106383,8,6,27.27272727,74466,7,0,1,11.9865732856572
"4430",2,0,34.7826087,23,12556,472,35,0.489361702,2,2,81.81818182,658340,7,1,0,10.8476024115518
"4431",1,0,69.23076923,13,11766,596,8,0.127659574,7,1,36.36363636,2479916,4,0,1,10.8476024115518
"4432",2,0,50,6,12648,577,38,0.425531915,3,2,72.72727273,654213,5,1,0,10.8476024115518
"4433",2,0,30,10,13006,2030,26,0.29787234,3,2,72.72727273,648824,7,1,0,10.8476024115518
"4434",2,0,50,26,10398,10910,44,0.404255319,2,2,81.81818182,359240,5,1,0,10.8476024115518
"4435",2,0,35.71428571,14,9714,2248,46,0.425531915,2,2,81.81818182,302446,7,1,0,10.8476024115518
"4436",2,0,42.85714286,7,16203,361,3,0.063829787,9,2,18.18181818,854814,6,0,1,10.8476024115518
"4437",11,0,36,25,16115,120,0,0,1,11,0,33255,7,0,1,15.838813718028
"4438",1,1,71.42857143,28,12266,880,281,0.787234043,1,1,90.90909091,1417109,3,1,1,15.838813718028
"4439",2,1,44.18604651,43,12508,5002,63,0.510638298,2,2,81.81818182,431521,6,1,1,15.838813718028
"4440",2,1,44.18604651,43,16625,2018,63,0.510638298,1,2,81.81818182,431521,6,1,1,15.838813718028
"4441",2,0,68.18181818,22,10453,57,1092,0.978723404,1,2,90.90909091,23897928,4,1,0,15.838813718028
"4442",1,1,39.13043478,23,9551,72,272,0.936170213,1,1,90.90909091,19273967,7,1,1,15.838813718028
"4443",8,1,18.75,32,13139,10275,15,0.276595745,4,8,63.63636364,311185,9,1,1,15.838813718028
"4444",8,1,18.75,32,16399,9820,15,0.276595745,2,8,63.63636364,311185,9,1,1,15.838813718028
"4445",2,1,33.33333333,27,12189,424,201,0.936170213,1,2,90.90909091,1300703,7,1,1,15.838813718028
"4446",3,1,45.71428571,35,12305,8339,148,0.70212766,1,3,90.90909091,282587,6,1,1,15.838813718028
"4447",3,1,45.71428571,35,16768,2879,148,0.70212766,3,3,90.90909091,282587,6,1,1,15.838813718028
"4448",6,1,17.24137931,29,18156,6480,0,0,2,6,81.81818182,36884,9,1,1,15.838813718028
"4449",3,1,26.08695652,23,12333,193,189,0.659574468,1,3,90.90909091,4110799,8,1,1,15.838813718028
"4450",2,1,33.33333333,21,12275,431,178,0.765957447,1,2,90.90909091,1621717,7,1,1,15.838813718028
"4451",2,1,37.5,16,12276,202,184,0.765957447,1,2,90.90909091,1925277,7,1,1,15.838813718028
"4452",3,1,4.761904762,21,12687,5552,44,0.404255319,2,3,81.81818182,16635,10,1,1,15.838813718028
"4453",7,1,29.16666667,24,10090,498,238,0.893617021,1,7,90.90909091,3057678,8,1,1,15.838813718028
"4454",6,0,37.5,24,17254,2536,46,0.021276596,2,6,81.81818182,153733,7,1,0,15.838813718028
"4455",2,1,26.31578947,19,10489,643,85,0.723404255,1,2,90.90909091,1302376,8,1,1,15.838813718028
"4456",2,1,52,25,9495,383,2439,0.978723404,1,2,90.90909091,37104835,5,1,1,15.838813718028
"4457",2,1,70.83333333,24,9616,473,60,0.595744681,2,2,81.81818182,2449024,3,1,1,15.838813718028
"4458",3,1,60,20,9769,5708,80,0.617021277,2,3,81.81818182,724692,4,1,1,15.838813718028
"4459",1,1,62.96296296,27,9510,30,1051,1,1,1,90.90909091,44780675,4,1,1,15.838813718028
"4460",4,0,17.64705882,17,10804,546,40,0.468085106,2,4,81.81818182,1273704,9,1,0,15.838813718028
"4461",2,1,56,25,12227,129,237,0.872340426,1,2,90.90909091,2957048,5,1,1,15.838813718028
"4462",5,1,31.57894737,19,12578,2018,36,0.468085106,2,5,81.81818182,58067,7,1,1,15.838813718028
"4463",3,1,25,16,9707,2301,95,0.70212766,1,3,90.90909091,515688,8,1,1,15.838813718028
"4464",1,0,0,10,17494,8583,1,0.021276596,3,1,72.72727273,119073,10,1,0,15.838813718028
"4465",1,1,75,24,10782,6894,205,0.553191489,1,1,90.90909091,1046256,3,1,1,15.838813718028
"4466",1,1,50,4,12747,2841,28,0.382978723,3,1,72.72727273,21361,5,1,1,15.838813718028
"4467",3,1,9.090909091,22,9859,291,44,0.510638298,2,3,81.81818182,1599655,10,1,1,15.838813718028
"4468",4,1,66.66666667,6,10351,11338,1,0.021276596,10,4,9.090909091,34591,4,0,0,15.838813718028
"4469",3,1,16.66666667,6,12661,2905,22,0.425531915,3,3,72.72727273,421507,9,1,1,15.838813718028
"4470",4,1,50,12,9980,2541,18,0.255319149,4,4,63.63636364,327606,5,1,1,15.838813718028
"4471",8,1,42.85714286,14,14542,12367,8,0.127659574,7,8,36.36363636,82811,6,0,0,15.838813718028
"4472",8,1,42.85714286,14,17251,2981,8,0.127659574,3,8,36.36363636,82811,6,0,0,15.838813718028
"4473",8,1,50,6,10352,6262,2,0.021276596,10,8,9.090909091,63472,5,0,0,15.838813718028
"4474",11,0,15.15151515,33,17377,237,2,0.042553191,2,11,0,165615,9,0,1,32.8713565252627
"4475",2,0,38.88888889,18,9641,1153,49,0.510638298,2,2,81.81818182,1161110,7,1,0,32.8713565252627
"4476",2,0,0,2,17271,9104,3,0.063829787,5,2,54.54545455,167533,10,1,0,32.8713565252627
"4477",1,0,84.61538462,26,10447,29,2622,0.978723404,1,1,90.90909091,45641236,2,1,0,32.8713565252627
"4478",2,0,26.08695652,23,12495,2618,100,0.510638298,2,2,81.81818182,58081,8,1,0,32.8713565252627
"4479",2,0,50,6,16468,10906,2,0.042553191,3,2,72.72727273,127332,5,1,0,32.8713565252627
"4480",2,0,100,2,11782,8175,18,0.191489362,5,2,54.54545455,438338,0,1,0,32.8713565252627
"4481",1,0,68.75,16,10776,292,141,0.553191489,1,1,90.90909091,4212478,4,1,0,32.8713565252627
"4482",2,0,33.33333333,6,13060,1355,37,0.276595745,3,2,72.72727273,922367,7,1,0,32.8713565252627
"4483",2,0,16.66666667,6,16137,183,4,0.085106383,6,2,45.45454545,2167927,9,0,1,32.8713565252627
"4484",1,1,53.84615385,26,10921,2272,131,0.510638298,1,1,90.90909091,472120,5,1,1,9.86469245048488
"4485",2,0,76,25,9966,599,147,0.574468085,1,2,90.90909091,2579485,3,1,0,9.86469245048488
"4486",7,1,8.695652174,23,9533,49,72,0.680851064,2,7,81.81818182,3270154,10,1,1,9.86469245048488
"4487",1,1,54.16666667,24,10209,4743,45,0.404255319,2,1,81.81818182,942038,5,1,1,9.86469245048488
"4488",1,0,34.48275862,29,10784,293,139,0.595744681,1,1,90.90909091,1151553,7,1,0,9.86469245048488
"4489",3,1,14.81481481,27,17883,4611,0,0,2,3,81.81818182,59461,9,1,1,9.86469245048488
"4490",1,0,16.66666667,18,9629,166,74,0.787234043,2,1,81.81818182,3892152,9,1,0,9.86469245048488
"4491",1,0,70.58823529,17,9537,11,12629,1,1,1,90.90909091,131164406,3,1,0,9.86469245048488
"4492",1,0,52.17391304,23,10067,10830,64,0.021276596,1,1,90.90909091,332780,5,1,0,9.86469245048488
"4493",1,0,43.75,32,9721,1758,80,0.617021277,2,1,81.81818182,527927,6,1,0,9.86469245048488
"4494",7,0,0,28,12529,4193,91,0.489361702,2,7,81.81818182,24720,10,1,0,9.86469245048488
"4495",1,1,68.42105263,19,9571,1390,72,0.617021277,2,1,81.81818182,1064773,4,1,1,9.86469245048488
"4496",8,1,0,7,9826,5787,26,0.212765957,5,8,54.54545455,346694,10,1,1,9.86469245048488
"4497",9,1,0,3,10394,29768,0,0,11,9,0,4244,10,0,0,9.86469245048488
"4498",9,0,60,5,10391,6834,1,0.021276596,10,9,9.090909091,25065,4,0,1,9.86469245048488
"4499",2,0,33.33333333,9,12829,4439,36,0.340425532,3,2,72.72727273,60514,7,1,0,10.8667677868372
"4500",2,0,33.33333333,9,12829,4439,36,0.340425532,3,2,72.72727273,60514,7,1,0,10.8914089836328
"4501",1,1,29.16666667,24,12177,2,2623,0.978723404,1,1,90.90909091,84284308,8,1,1,10.8914089836328
"4502",1,1,0,15,12960,12773,253,0.29787234,1,1,90.90909091,166747,10,1,1,10.8667677868372
"4503",1,1,64.28571429,28,9846,2625,93,0.744680851,1,1,90.90909091,481591,4,1,1,10.8914089836328
"4504",4,1,16,25,12477,94,79,0.531914894,2,4,81.81818182,395345,9,1,1,10.8914089836328
"4505",7,0,17.85714286,28,16136,180,34,0.510638298,2,7,81.81818182,799986,9,1,0,10.8914089836328
"4506",1,1,55.55555556,9,9647,3240,32,0.361702128,3,1,72.72727273,996321,5,1,1,10.8914089836328
"4507",4,1,25.92592593,27,16109,89,5,0.085106383,1,4,90.90909091,383748,8,1,1,10.8914089836328
"4508",11,0,53.33333333,15,16471,910,2,0.021276596,2,11,0,422949,5,0,1,10.8914089836328
"4509",2,0,31.57894737,19,9612,437,219,0.893617021,1,2,90.90909091,3347761,7,1,0,10.8667677868372
"4510",4,1,35,20,9843,2729,106,0.70212766,1,4,90.90909091,464692,7,1,1,10.8914089836328
"4511",2,1,62.5,16,10076,1851,28,0.255319149,1,2,90.90909091,745063,4,1,1,10.8667677868372
"4512",1,0,7.407407407,27,16261,494,0,0,2,1,81.81818182,287814,10,1,0,10.8667677868372
"4513",1,1,63.33333333,30,11828,1251,58,0.319148936,2,1,81.81818182,981681,4,1,1,10.8667677868372
"4514",1,1,63.33333333,30,11828,1251,58,0.319148936,2,1,81.81818182,981681,4,1,1,10.8914089836328
"4515",1,1,11.11111111,9,13658,6107,14,0.191489362,5,1,54.54545455,133565,9,1,1,10.8667677868372
"4516",1,1,52.17391304,23,10858,373,73,0.446808511,2,1,81.81818182,3140223,5,1,1,10.8914089836328
"4517",1,1,54.16666667,24,10022,5450,54,0.553191489,2,1,81.81818182,575105,5,1,1,10.8914089836328
"4518",4,1,33.33333333,18,10425,10,405,0.978723404,1,4,90.90909091,21380116,7,1,1,10.8914089836328
"4519",4,1,15.38461538,26,12327,2129,60,0.680851064,2,4,81.81818182,635303,9,1,1,10.8914089836328
"4520",1,1,72.72727273,22,12242,754,201,0.829787234,1,1,90.90909091,1547873,3,1,1,10.8914089836328
"4521",2,1,21.42857143,14,16584,11006,6,0.085106383,1,2,90.90909091,348739,8,1,1,10.8914089836328
"4522",6,0,13.63636364,22,10851,6516,44,0.404255319,2,6,81.81818182,167413,9,1,0,10.8914089836328
"4523",11,1,32,25,9895,4718,74,0.574468085,2,11,0,279099,7,0,0,10.8914089836328
"4524",3,1,18.18181818,22,18280,8900,3,0.042553191,2,3,81.81818182,45180,9,1,1,10.8914089836328
"4525",2,0,47.82608696,23,12678,5685,58,0.404255319,2,2,81.81818182,151474,6,1,0,10.8667677868372
"4526",6,1,68,25,16311,614,1,0.021276596,2,6,81.81818182,461276,4,1,1,10.8914089836328
"4527",1,1,80,10,11821,2178,28,0.340425532,3,1,72.72727273,454351,2,1,1,10.8667677868372
"4528",2,1,12.5,8,13901,3240,11,0.170212766,6,2,45.45454545,322374,9,0,0,10.8667677868372
"4529",2,0,25,4,16359,709,1,0.021276596,4,2,63.63636364,633868,8,1,0,10.8667677868372
"4530",2,1,75,8,15481,19247,65,0.063829787,4,2,63.63636364,9536,3,1,1,10.8667677868372
"4531",2,0,28.57142857,7,10866,3236,15,0.191489362,5,2,54.54545455,356669,8,1,0,10.8667677868372
"4532",1,0,75,4,13506,543,13,0.212765957,5,1,54.54545455,1985254,3,1,0,10.8667677868372
"4533",1,1,75,4,13506,543,13,0.212765957,5,1,54.54545455,1985254,3,1,1,10.8914089836328
"4534",5,1,20,20,9718,12092,96,0.638297872,1,5,90.90909091,1176222,8,1,1,10.8914089836328
"4535",2,1,25,4,17634,3651,2,0.042553191,5,2,54.54545455,152227,8,1,1,10.8667677868372
"4536",6,0,0,9,17592,3584,4,0.085106383,3,6,72.72727273,38373,10,1,0,10.8914089836328
"4537",1,0,33.33333333,3,16519,992,0,0,5,1,54.54545455,121776,7,1,0,10.8476024115518
"4538",1,1,52.17391304,23,10395,3344,28,0.170212766,2,1,81.81818182,323107,5,1,1,10.8476024115518
"4539",1,0,48.38709677,31,9512,71,1862,0.978723404,1,1,90.90909091,19469562,6,1,0,10.8476024115518
"4540",1,0,50,18,9967,84,99,0.744680851,1,1,90.90909091,5674025,5,1,0,10.8476024115518
"4541",1,0,47.82608696,23,9982,602,144,0.574468085,1,1,90.90909091,937789,6,1,0,10.8476024115518
"4542",1,0,47.36842105,19,9565,6051,120,0.723404255,1,1,90.90909091,173245,6,1,0,10.8476024115518
"4543",1,0,29.41176471,17,10704,532,149,0.617021277,1,1,90.90909091,2878020,8,1,0,10.8476024115518
"4544",1,0,33.33333333,18,12304,8099,106,0.70212766,1,1,90.90909091,734997,7,1,0,10.8476024115518
"4545",1,0,66.66666667,6,13215,4477,20,0.255319149,4,1,63.63636364,149615,4,1,0,10.8476024115518
"4546",2,0,25,8,16587,1101,0,0,5,2,54.54545455,412904,8,1,0,10.8476024115518
"4547",2,0,14.28571429,7,13099,1169,22,0.276595745,4,2,63.63636364,1326874,9,1,0,10.8476024115518
"4548",1,0,69.23076923,13,11766,596,8,0.127659574,7,1,36.36363636,2479916,4,0,1,9.88659573652537
"4549",1,0,33.33333333,3,17335,2768,0,0,6,1,45.45454545,125154,7,0,1,9.88659573652537
"4550",2,1,31.03448276,29,12287,2630,149,0.744680851,1,2,90.90909091,1535786,7,1,1,6.8776318167133
"4551",2,1,5.263157895,19,9793,2504,97,0.489361702,2,2,81.81818182,519114,10,1,1,6.8776318167133
"4552",11,1,30,20,12603,10676,49,0.446808511,2,11,0,8458,7,0,0,6.8776318167133
"4553",2,0,50,26,10398,10910,44,0.404255319,2,2,81.81818182,359240,5,1,0,6.85846644142787
"4554",2,1,73.07692308,26,12523,3380,41,0.510638298,2,2,81.81818182,432262,3,1,1,6.8776318167133
"4555",3,1,28.125,32,10462,49,365,0.829787234,1,3,90.90909091,2058148,8,1,1,6.8776318167133
"4556",2,0,31.03448276,29,12287,2630,149,0.744680851,1,2,90.90909091,1535786,7,1,0,19.8334255096621
"4557",11,1,7.692307692,26,12548,2001,41,0.489361702,2,11,0,170538,10,0,0,19.8334255096621
"4558",2,1,58.33333333,24,10064,2417,87,0.553191489,2,2,81.81818182,516287,5,1,1,19.8334255096621
"4559",1,0,47.61904762,42,16791,1833,2,0.042553191,2,1,81.81818182,63551,6,1,0,19.8334255096621
"4560",1,0,47.61904762,42,16956,1833,2,0.042553191,2,1,81.81818182,63551,6,1,0,19.8334255096621
"4561",4,0,20,30,12404,8243,74,0.595744681,2,4,81.81818182,11691,8,1,0,19.8334255096621
"4562",2,0,10.52631579,19,16190,333,2,0.042553191,2,2,81.81818182,635511,9,1,0,19.8334255096621
"4563",10,0,13.88888889,36,16465,959,5,0.106382979,2,10,18.18181818,532955,9,0,1,19.8334255096621
"4564",10,0,13.88888889,36,15215,9512,5,0.106382979,9,10,18.18181818,532955,9,0,1,19.8334255096621
"4565",3,0,18.75,16,11334,959,67,0.595744681,2,3,81.81818182,828105,9,1,0,19.8334255096621
"4566",5,0,33.33333333,24,17448,3117,1,0.021276596,2,5,81.81818182,68078,7,1,0,19.8334255096621
"4567",4,0,36.36363636,22,12506,867,68,0.510638298,2,4,81.81818182,509338,7,1,0,19.8334255096621
"4568",1,1,52.38095238,21,10001,555,78,0.531914894,2,1,81.81818182,1527383,5,1,1,19.8334255096621
"4569",1,0,29.41176471,17,10704,532,149,0.617021277,1,1,90.90909091,2878020,8,1,0,19.8334255096621
"4570",11,0,14.28571429,21,16332,669,2,0.021276596,2,11,0,39683,9,0,1,19.8334255096621
"4571",1,1,72.4137931,29,10470,237,91,0.489361702,1,1,90.90909091,3848828,3,1,1,19.8334255096621
"4572",1,1,33.33333333,18,12304,8099,106,0.70212766,1,1,90.90909091,734997,7,1,1,19.8334255096621
"4573",6,1,70.58823529,17,9794,6167,62,0.553191489,2,6,81.81818182,701117,3,1,1,19.8334255096621
"4574",1,0,68.75,16,10776,292,141,0.553191489,1,1,90.90909091,4212478,4,1,0,19.8334255096621
"4575",7,0,19.35483871,31,16616,12092,13,0.085106383,1,7,36.36363636,112973,9,0,1,19.8334255096621
"4576",7,0,19.35483871,31,15311,6298,13,0.085106383,7,7,36.36363636,112973,9,0,1,19.8334255096621
"4577",3,0,4.347826087,23,16883,5765,0,0,1,3,90.90909091,154672,10,1,0,19.8334255096621
"4578",6,0,11.11111111,27,16172,278,0,0,1,6,90.90909091,52515,9,1,0,19.8334255096621
"4579",2,1,41.93548387,31,9715,11599,44,0.553191489,2,2,81.81818182,668219,6,1,1,19.8334255096621
"4580",2,1,23.33333333,30,9595,238,59,0.617021277,2,2,81.81818182,1406041,8,1,1,19.8334255096621
"4581",3,0,18.18181818,22,14725,11190,215,0.106382979,2,3,81.81818182,53001,9,1,0,19.8334255096621
"4582",2,0,31.03448276,29,12287,2630,149,0.744680851,1,2,90.90909091,1535786,7,1,0,16.8326753221152
"4583",5,1,55,20,10525,1333,64,0.446808511,2,5,81.81818182,542952,5,1,1,16.8326753221152
"4584",1,0,22.72727273,22,12405,48,72,0.595744681,2,1,81.81818182,26453163,8,1,0,16.8326753221152
"4585",2,0,18.18181818,22,9798,581,66,0.617021277,2,2,81.81818182,1343686,9,1,0,16.8326753221152
"4586",5,1,64.28571429,14,10303,561,208,0.765957447,1,5,90.90909091,2401209,4,1,1,16.8326753221152
"4587",1,0,50,26,12192,375,289,0.936170213,1,1,90.90909091,1683976,5,1,0,16.8326753221152
"4588",5,0,37.03703704,27,12597,7251,55,0.446808511,2,5,81.81818182,16385,7,1,0,16.8326753221152
"4589",2,1,78.57142857,28,12451,13614,89,0.553191489,2,2,81.81818182,28085,3,1,1,12.8791321918071
"4590",1,1,29.16666667,24,13145,6358,71,0.255319149,2,1,81.81818182,111945,8,1,1,12.8791321918071
"4591",1,0,75,8,16300,590,4,0.063829787,6,1,45.45454545,1013489,3,0,1,12.8791321918071
"4592",1,1,85.71428571,21,12286,1025,152,0.744680851,1,1,90.90909091,710137,2,1,1,12.8791321918071
"4593",1,0,7.407407407,27,16261,494,0,0,2,1,81.81818182,287814,10,1,0,12.8791321918071
"4594",1,1,85.71428571,7,13069,237,31,0.276595745,3,1,72.72727273,1736983,2,1,1,12.8791321918071
"4595",1,0,33.33333333,6,14780,8395,14,0.106382979,6,1,45.45454545,26891,7,0,1,12.8791321918071
"4596",1,0,23.80952381,21,12427,1916,189,0.574468085,1,1,90.90909091,174133,8,1,0,12.8791321918071
"4597",1,1,50,4,9771,1110,20,0.170212766,5,1,54.54545455,1401526,5,1,1,12.8791321918071
"4598",1,0,37.5,24,11312,563,99,0.723404255,1,1,90.90909091,2741058,7,1,0,12.8791321918071
"4599",1,1,60,20,10469,1134,242,0.70212766,1,1,90.90909091,1127225,4,1,1,12.8791321918071
"4600",1,1,60,5,13766,7199,46,0.170212766,3,1,72.72727273,74764,4,1,1,12.8791321918071
"4601",1,0,32,25,13760,1629,118,0.170212766,2,1,81.81818182,242718,7,1,0,27.006751687922
"4602",1,0,32,25,13760,1629,118,0.170212766,2,1,81.81818182,242718,7,1,0,27.006751687922
"4603",1,1,39.28571429,28,12666,5399,178,0.404255319,1,1,90.90909091,160755,7,1,1,27.006751687922
"4604",1,1,39.28571429,28,12666,5399,178,0.404255319,1,1,90.90909091,160755,7,1,1,27.006751687922
"4605",6,0,21.42857143,14,10920,2099,96,0.680851064,1,6,90.90909091,629017,8,1,0,27.006751687922
"4606",6,0,21.42857143,14,10920,2099,96,0.680851064,1,6,90.90909091,629017,8,1,0,27.006751687922
"4607",6,0,0,15,16156,244,4,0.085106383,2,6,81.81818182,846120,10,1,0,27.006751687922
"4608",6,0,0,15,16156,244,4,0.085106383,2,6,81.81818182,846120,10,1,0,27.006751687922
"4609",6,0,15.38461538,26,16655,1237,0,0,2,6,81.81818182,165410,9,1,0,27.006751687922
"4610",6,0,15.38461538,26,16655,1237,0,0,2,6,81.81818182,165410,9,1,0,27.006751687922
"4611",11,0,0,26,16881,1653,2,0.042553191,2,11,0,70847,10,0,1,27.006751687922
"4612",11,0,0,26,16881,1653,2,0.042553191,2,11,0,70847,10,0,1,27.006751687922
"4613",1,1,11.53846154,26,9530,148,535,0.978723404,1,1,90.90909091,8323852,9,1,1,27.006751687922
"4614",1,1,11.53846154,26,9530,148,535,0.978723404,1,1,90.90909091,8323852,9,1,1,27.006751687922
"4615",3,1,24,25,12318,656,153,0.680851064,1,3,90.90909091,508458,8,1,1,13.9003729034448
"4616",1,1,58.82352941,17,12191,103,271,0.936170213,1,1,90.90909091,7354558,5,1,1,13.9003729034448
"4617",5,1,22.22222222,36,12297,121,347,0.723404255,1,5,90.90909091,957807,8,1,1,13.9003729034448
"4618",2,1,31.57894737,19,9612,437,219,0.893617021,1,2,90.90909091,3347761,7,1,1,13.9003729034448
"4619",3,1,47.36842105,57,12722,11600,44,0.382978723,2,3,81.81818182,61851,6,1,1,13.9003729034448
"4620",3,1,47.36842105,57,17773,4169,44,0.382978723,1,3,81.81818182,61851,6,1,1,13.9003729034448
"4621",5,1,26.92307692,26,12395,2685,142,0.595744681,1,5,90.90909091,131551,8,1,1,13.9003729034448
"4622",4,1,23.80952381,21,11564,1916,93,0.617021277,2,4,81.81818182,716816,8,1,1,13.9003729034448
"4623",5,1,18.18181818,66,12638,3418,44,0.425531915,2,5,81.81818182,557079,9,1,1,13.9003729034448
"4624",5,1,18.18181818,66,16447,4108,44,0.425531915,2,5,81.81818182,557079,9,1,1,13.9003729034448
"4625",4,1,36.36363636,22,12506,867,68,0.510638298,2,4,81.81818182,509338,7,1,1,13.9003729034448
"4626",1,1,21.73913043,23,9547,6515,159,0.808510638,1,1,90.90909091,849593,8,1,1,13.9003729034448
"4627",7,1,26.66666667,30,14796,4619,12,0.106382979,7,7,36.36363636,75802,8,0,0,13.9003729034448
"4628",7,1,26.66666667,30,17091,2159,12,0.106382979,2,7,36.36363636,75802,8,0,0,13.9003729034448
"4629",1,1,50,20,10735,850,72,0.361702128,2,1,81.81818182,776962,5,1,1,13.9003729034448
"4630",1,1,51.72413793,29,12263,116,170,0.787234043,1,1,90.90909091,7087547,5,1,1,13.9003729034448
"4631",2,1,40,20,9909,2776,96,0.70212766,1,2,90.90909091,451465,6,1,1,13.9003729034448
"4632",1,1,73.68421053,19,12458,6316,63,0.553191489,2,1,81.81818182,11052,3,1,1,13.9003729034448
"4633",11,0,25,24,12588,4218,78,0.446808511,2,11,0,116470,8,0,1,13.9003729034448
"4634",5,0,45,20,11317,568,129,0.808510638,1,5,90.90909091,2719031,6,1,0,12.829849798216
"4635",6,0,22.91666667,48,16466,959,1,0.021276596,2,6,81.81818182,195305,8,1,0,12.829849798216
"4636",6,0,22.91666667,48,16499,959,1,0.021276596,2,6,81.81818182,195305,8,1,0,12.829849798216
"4637",3,0,26.08695652,23,10843,389,248,0.85106383,1,3,90.90909091,3661627,8,1,0,12.829849798216
"4638",2,1,10.52631579,19,16190,333,2,0.042553191,2,2,81.81818182,635511,9,1,1,12.829849798216
"4639",1,1,74.07407407,27,12292,245,182,0.744680851,1,1,90.90909091,4007892,3,1,1,12.829849798216
"4640",2,1,13.33333333,15,11287,11006,165,0.574468085,1,2,90.90909091,1072836,9,1,1,12.829849798216
"4641",4,0,30.43478261,23,10474,242,1051,0.957446809,1,4,90.90909091,24267521,7,1,0,12.829849798216
"4642",2,1,4.761904762,21,10868,10540,116,0.170212766,2,2,81.81818182,159193,10,1,1,12.829849798216
"4643",5,0,33.33333333,24,17448,3117,1,0.021276596,2,5,81.81818182,68078,7,1,0,12.829849798216
"4644",1,1,39.28571429,28,10449,97,442,0.957446809,1,1,90.90909091,14052869,7,1,1,12.829849798216
"4645",6,1,17.14285714,35,12439,2598,65,0.574468085,2,6,81.81818182,495014,9,1,1,12.829849798216
"4646",1,1,28.57142857,21,10446,184,1918,1,1,1,90.90909091,23199253,8,1,1,12.829849798216
"4647",1,0,19.23076923,26,17025,12043,6,0.085106383,2,1,81.81818182,179972,9,1,0,12.829849798216
"4648",5,1,28.57142857,28,12552,3073,38,0.489361702,2,5,81.81818182,1327828,8,1,1,12.829849798216
"4649",5,1,17.24137931,29,12575,2353,41,0.468085106,2,5,81.81818182,554086,9,1,1,12.829849798216
"4650",5,0,26.66666667,30,12197,96,382,0.936170213,1,5,90.90909091,4903096,8,1,0,12.829849798216
"4651",7,1,0,6,12145,10756,0,0,11,7,0,46015,10,0,0,12.829849798216
"4652",9,1,40,5,12135,7232,13,0.106382979,6,9,45.45454545,67228,6,0,0,12.829849798216
"4653",1,1,27.77777778,18,17857,4497,0,0,2,1,81.81818182,37905,8,1,1,9.88385782577031
"4654",1,1,57.14285714,7,10534,12004,1,0.021276596,3,1,72.72727273,24361,5,1,1,9.88385782577031
"4655",1,1,57.14285714,7,10534,12004,1,0.021276596,3,1,72.72727273,24361,5,1,1,9.88385782577031
"4656",1,1,47.61904762,42,16791,1833,2,0.042553191,2,1,81.81818182,63551,6,1,1,9.88385782577031
"4657",1,1,47.61904762,42,16956,1833,2,0.042553191,2,1,81.81818182,63551,6,1,1,9.88385782577031
"4658",3,0,50,50,17407,2988,2,0.042553191,2,3,81.81818182,165821,5,1,0,9.88385782577031
"4659",3,0,50,50,16920,2988,2,0.042553191,2,3,81.81818182,165821,5,1,0,9.88385782577031
"4660",11,0,35.48387097,31,15842,NA,6,0.063829787,2,11,0,168852,7,0,1,9.88385782577031
"4661",5,1,28.57142857,21,12203,146,243,0.914893617,1,5,90.90909091,8367103,8,1,1,9.88385782577031
"4662",2,1,21.42857143,14,16584,11006,6,0.085106383,1,2,90.90909091,348739,8,1,1,9.88385782577031
"4663",2,0,36.84210526,19,12541,2876,52,0.489361702,2,2,81.81818182,733266,7,1,0,9.88385782577031
